Year,Chart,Artist,Song,Genre,Original Genre
1972,18,"Betcha by Golly, Wow",The Stylistics,disco,adult standards classic soul disco
1972,19,I'll Take You There,The Staple Singers,funk,chicago soul classic soul funk
1972,20,Ben,Michael Jackson,r&b,pop r&b soul
1972,21,The Lion Sleeps Tonight,Robert John,rock,bubblegum pop soft rock
1972,22,Outa Space,Billy Preston,funk,classic soul funk psychedelic soul
1972,23,Slippin' into Darkness,War,N/A,
1972,24,Long Cool Woman in a Black Dress,The Hollies,rock,album rock british invasion bubblegum pop
1972,25,How Do You Do,Mouth & MacNeal,pop,classic uk pop nederpop
1972,26,Song Sung Blue,Neil Diamond,rock,adult standards brill building pop classic rock
1972,27,A Horse with No Name,America,rock,album rock art rock classic rock
1972,28,Popcorn,Hot Butter,N/A,bluegrass jam band jamgrass
1972,29,Everybody Plays the Fool,The Main Ingredient,disco,classic soul disco funk
1972,30,Precious and Few,Climax,rock,blues rock british blues classic rock
1972,31,(Last Night) I Didn't Get to Sleep at All,The 5th Dimension,rock,adult standards bubblegum pop folk rock
1972,32,Nights in White Satin,The Moody Blues,rock,album rock art rock blues rock
1972,33,Go All the Way,Raspberries,pop,beatlesque bubblegum pop jangle pop
1972,34,Too Late to Turn Back Now,Cornelius Brothers & Sister Rose,soul,classic soul
1972,35,Back Stabbers,The O'Jays,disco,classic soul disco funk
1972,36,Down by the Lazy River,The Osmonds,pop,bubblegum pop
1972,37,Sunshine,Jonathan Edwards,rock,country rock folk folk rock
1972,38,Starting All Over Again,Mel and Tim,N/A,
1972,39,Day After Day,Badfinger,rock,album rock art rock beatlesque
1972,40,Rocket Man,Elton John,rock,glam rock mellow gold piano rock
1972,41,Rockin' Robin,Michael Jackson,r&b,pop r&b soul
1972,42,Beautiful Sunday,Daniel Boone,pop,bubblegum pop classic uk pop
1972,43,Scorpio,Dennis Coffey,funk,instrumental soul jazz funk rare groove
1972,44,Morning Has Broken,Cat Stevens,rock,british folk classic rock folk
1972,45,City of New Orleans,Arlo Guthrie,rock,classic rock country rock folk
1972,46,Garden Party,Ricky Nelson,adult standards,adult standards bubblegum pop lounge
1972,47,I Can See Clearly Now,Johnny Nash,pop,bubblegum pop
1972,48,Burning Love,Elvis Presley,rock,rock-and-roll rockabilly
1972,49,Clean Up Woman,Betty Wright,funk,classic soul funk quiet storm
1972,50,Hold Your Head Up,Argent,rock,art rock blues rock classic rock
1972,51,Jungle Fever,The Chakachas,funk,latin funk
1972,52,Everything I Own,Bread,rock,adult standards folk rock mellow gold
1972,53,In the Rain,The Dramatics,disco,classic soul disco funk
1972,54,Look What You Done for Me,Al Green,funk,classic soul funk memphis soul
1972,55,The Happiest Girl in the Whole U.S.A.,Donna Fargo,country,classic country pop
1972,56,Get It On,T. Rex,rock,album rock art rock blues rock
1972,57,Mother and Child Reunion,Paul Simon,rock,classic rock folk folk rock
1972,58,Where Is the Love,Roberta Flack & Donny Hathaway,disco,adult standards classic soul disco
1972,59,I'm Still in Love with You,Al Green,funk,classic soul funk memphis soul
1972,60,Layla,Derek and the Dominos,rock,album rock art rock blues
1972,61,Day Dreaming,Aretha Franklin,adult standards,adult standards classic soul jazz blues
1972,62,The Way of Love,Cher,pop,dance pop hollywood new wave pop
1972,63,Black and White,Three Dog Night,rock,album rock art rock blues rock
1972,64,Sylvia's Mother,Dr. Hook & The Medicine Show,rock,adult standards bubblegum pop classic rock
1972,65,Hurting Each Other,The Carpenters,rock,adult standards mellow gold soft rock
1972,66,Coconut,Harry Nilsson,rock,art rock classic rock country rock
1972,67,Puppy Love,Donny Osmond,adult standards,adult standards bubblegum pop classic uk pop
1972,68,You Don't Mess Around with Jim,Jim Croce,rock,album rock classic rock country rock
1972,69,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,rock,country rock
1972,70,A Cowboy's Work Is Never Done,Sonny & Cher,rock,adult standards bubblegum pop classic rock
1972,71,Joy,Apollo 100,N/A,
1972,72,Anticipation,Carly Simon,rock,adult standards classic rock classic uk pop
1972,73,Never Been to Spain,Three Dog Night,rock,album rock art rock blues rock
1972,74,Kiss an Angel Good Mornin',Charley Pride,rock,classic country pop country country rock
1972,75,School's Out,Alice Cooper,rock,album rock blues rock classic rock
1972,76,Saturday in the Park,Chicago,rock,adult standards album rock classic rock
1972,77,Drowning in the Sea of Love,Joe Simon,soul,classic soul philly soul soul
1972,78,Use Me,Bill Withers,funk,classic soul funk quiet storm
1972,79,Family Affair,Sly & the Family Stone,rock,classic rock classic soul funk
1972,80,Troglodyte (Cave Man),The Jimmy Castor Bunch,funk,funk rare groove
1972,81,The Witch Queen of New Orleans,Redbone,N/A,native american native american contemporary
1972,82,Freddie's Dead,Curtis Mayfield,funk,chicago soul classic soul funk
1972,83,Power of Love,Joe Simon,soul,classic soul philly soul soul
1972,84,Ain't Understanding Mellow,Jerry Butler & Brenda Lee Eager,adult standards,adult standards
1972,85,Taxi,Harry Chapin,rock,classic rock country rock folk
1972,86,Don't Say You Don't Remember,Beverly Bremers,N/A,
1972,87,Sealed with a Kiss,Bobby Vinton,adult standards,adult standards bubblegum pop easy listening
1972,88,I Saw the Light,Todd Rundgren,rock,album rock art rock classic rock
1972,89,Motorcycle Mama,Sailcat,N/A,
1972,90,Day by Day,Original Cast of Godspell,N/A,
1972,91,Roundabout,Yes,rock,album rock art rock classic rock
1972,92,Doctor My Eyes,Jackson Browne,rock,album rock classic rock country rock
1972,93,I'd Like to Teach the World to Sing (In Perfect Harmony),The New Seekers,adult standards,adult standards bubblegum pop classic uk pop
1972,94,Vincent,Don McLean,rock,adult standards classic rock folk
1972,95,Baby Let Me Take You (In My Arms),The Detroit Emeralds,r&b,classic soul rhythm and blues
1972,96,Speak to the Sky,Rick Springfield,rock,album rock australian rock classic rock
1972,97,I'd Like to Teach the World to Sing (In Perfect Harmony),The Hillside Singers,N/A,
1972,98,Walkin' in the Rain with the One I Love,Love Unlimited,disco,classic soul disco post-disco
1972,99,Get on the Good Foot,James Brown,funk,funk soul
1972,100,Pop That Thang,The Isley Brothers,disco,classic soul disco funk
1973,1,Tie a Yellow Ribbon Round the Ole Oak Tree,Tony Orlando and Dawn,adult standards,adult standards bubblegum pop classic uk pop
1973,2,"Bad, Bad Leroy Brown",Jim Croce,rock,album rock classic rock country rock
1973,3,Killing Me Softly with His Song,Roberta Flack,disco,adult standards classic soul disco
1973,4,Let's Get It On,Marvin Gaye,funk,classic soul funk motown
1973,5,My Love,Paul McCartney & Wings,rock,album rock art rock beatlesque
1973,6,Why Me,Kris Kristofferson,rock,country rock folk folk rock
1973,7,Crocodile Rock,Elton John,rock,glam rock mellow gold piano rock
1973,8,Will It Go Round in Circles,Billy Preston,funk,classic soul funk psychedelic soul
1973,9,You're So Vain,Carly Simon,rock,adult standards classic rock classic uk pop
1973,10,Touch Me in the Morning,Diana Ross,disco,adult standards dance pop disco
1973,11,The Night the Lights Went Out in Georgia,Vicki Lawrence,pop,bubblegum pop
1973,12,Playground in My Mind,Clint Holmes,N/A,
1973,13,Brother Louie,Stories,N/A,
1973,14,Delta Dawn,Helen Reddy,rock,adult standards bubblegum pop folk rock
1973,15,Me and Mrs. Jones,Billy Paul,disco,classic soul disco funk
1973,16,Frankenstein,The Edgar Winter Group,rock,album rock blues rock classic rock
1973,17,Drift Away,Dobie Gray,soul,northern soul
1973,18,Little Willy,Sweet,rock,album rock classic rock classic uk pop
1973,19,You Are the Sunshine of My Life,Stevie Wonder,funk,adult standards funk motown
1973,20,Half Breed,Cher,pop,dance pop hollywood new wave pop
1973,21,That Lady,The Isley Brothers,disco,classic soul disco funk
1973,22,Pillow Talk,Sylvia,country,classic country pop
1973,23,We're an American Band,Grand Funk Railroad,rock,album rock art rock blues rock
1973,24,Right Place Wrong Time,Dr. John,rock,blues blues rock country rock
1973,25,Wildflower,Skylark,N/A,french dnb
1973,26,Superstition,Stevie Wonder,funk,adult standards funk motown
1973,27,Loves Me Like a Rock,Paul Simon,rock,classic rock folk folk rock
1973,28,The Morning After,Maureen McGovern,pop,bubblegum pop
1973,29,Rocky Mountain High,John Denver,adult standards,adult standards classic country pop folk
1973,30,Stuck in the Middle with You,Stealers Wheel,rock,classic rock classic uk pop folk rock
1973,31,Shambala,Three Dog Night,rock,album rock art rock blues rock
1973,32,Love Train,The O'Jays,disco,classic soul disco funk
1973,33,I'm Gonna Love You Just a Little More Baby,Barry White,disco,disco funk quiet storm
1973,34,"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,adult standards,adult standards bubblegum pop classic uk pop
1973,35,Keep on Truckin',Eddie Kendricks,disco,classic soul disco funk
1973,36,Danny's Song,Anne Murray,adult standards,adult standards canadian country canadian pop
1973,37,Dancing in the Moonlight,King Harvest,rock,soft rock
1973,38,Monster Mash,Bobby 'Boris' Pickett,N/A,halloween novelty
1973,39,Natural High,Bloodstone,disco,classic soul disco funk
1973,40,Diamond Girl,Seals and Crofts,rock,adult standards album rock bubblegum pop
1973,41,Long Train Runnin',The Doobie Brothers,rock,album rock art rock blues rock
1973,42,Give Me Love (Give Me Peace on Earth),George Harrison,rock,album rock beatlesque classic rock
1973,43,If You Want Me to Stay,Sly & the Family Stone,rock,classic rock classic soul funk
1973,44,Daddy's Home,Jermaine Jackson,disco,disco funk post-disco
1973,45,Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,disco,classic soul disco funk
1973,46,I'm Doin' Fine Now,New York City,N/A,
1973,47,Could It Be I'm Falling in Love,The Spinners,disco,classic soul disco funk
1973,48,Daniel,Elton John,rock,glam rock mellow gold piano rock
1973,49,Midnight Train to Georgia,Gladys Knight & the Pips,disco,classic soul disco funk
1973,50,Smoke on the Water,Deep Purple,rock,album rock blues rock classic rock
1973,51,The Cover of the Rolling Stone,Dr. Hook & The Medicine Show,rock,adult standards bubblegum pop classic rock
1973,52,Behind Closed Doors,Charlie Rich,rock,arkansas country country country rock
1973,53,Your Mama Don't Dance,Loggins and Messina,rock,album rock classic rock country rock
1973,54,Feelin' Stronger Every Day,Chicago,rock,adult standards album rock classic rock
1973,55,The Cisco Kid,War,N/A,
1973,56,Live and Let Die,Paul McCartney & Wings,rock,album rock art rock beatlesque
1973,57,"Oh, Babe, What Would You Say?",Hurricane Smith,pop,bubblegum pop classic uk pop
1973,58,I Believe in You (You Believe in Me),Johnnie Taylor,funk,funk memphis soul quiet storm
1973,59,Sing,The Carpenters,rock,adult standards mellow gold soft rock
1973,60,Ain't No Woman (Like the One I've Got),The Four Tops,disco,adult standards classic soul disco
1973,61,Dueling Banjos,Eric Weissberg & Steve Mandell,N/A,banjo
1973,62,Higher Ground,Stevie Wonder,funk,adult standards funk motown
1973,63,Here I Am (Come and Take Me),Al Green,funk,classic soul funk memphis soul
1973,64,My Maria,B.W. Stevenson,N/A,
1973,65,Superfly,Curtis Mayfield,funk,chicago soul classic soul funk
1973,66,Last Song,Edward Bear,rock,bubblegum pop classic canadian rock
1973,67,Get Down,Gilbert O'Sullivan,rock,adult standards bubblegum pop classic rock
1973,68,Reelin' in the Years,Steely Dan,rock,album rock art rock classic rock
1973,69,Hocus Pocus,Focus,N/A,
1973,70,Yesterday Once More,The Carpenters,rock,adult standards mellow gold soft rock
1973,71,Boogie Woogie Bugle Boy,Bette Midler,adult standards,adult standards mellow gold new wave pop
1973,72,Clair,Gilbert O'Sullivan,rock,adult standards bubblegum pop classic rock
1973,73,Do It Again,Steely Dan,rock,album rock art rock classic rock
1973,74,Kodachrome,Paul Simon,rock,classic rock folk folk rock
1973,75,Why Can't We Live Together,Timmy Thomas,soul,classic soul
1973,76,Do You Wanna Dance?,Bette Midler,adult standards,adult standards mellow gold new wave pop
1973,77,So Very Hard to Go,Tower of Power,funk,funk jazz funk jazz fusion
1973,78,Rockin' Pneumonia and the Boogie Woogie Flu,Johnny Rivers,rock,bubblegum pop folk rock
1973,79,Ramblin' Man,The Allman Brothers Band,rock,album rock blues rock classic rock
1973,80,Masterpiece,The Temptations,funk,classic soul funk memphis soul
1973,81,Peaceful,Helen Reddy,rock,adult standards bubblegum pop folk rock
1973,82,One of a Kind (Love Affair),The Spinners,disco,classic soul disco funk
1973,83,Funny Face,Donna Fargo,country,classic country pop
1973,84,Funky Worm,Ohio Players,disco,classic soul disco funk
1973,85,Angie,The Rolling Stones,rock,british invasion classic rock rock
1973,86,Jambalaya (On the Bayou),Blue Ridge Rangers,N/A,instrumental bluegrass
1973,87,Don't Expect Me to Be Your Friend,Lobo,adult standards,adult standards bubblegum pop classic uk pop
1973,88,Break Up to Make Up,The Stylistics,disco,adult standards classic soul disco
1973,89,Daisy a Day,Jud Strunk,N/A,
1973,90,Also Sprach Zarathustra (2001),Deodato,funk,bossa nova jazz brazilian jazz jazz funk
1973,91,Stir It Up,Johnny Nash,pop,bubblegum pop
1973,92,Money,Pink Floyd,rock,album rock art rock classic rock
1973,93,Gypsy Man,War,N/A,
1973,94,The World Is a Ghetto,War,N/A,
1973,95,Yes We Can Can,The Pointer Sisters,disco,dance pop disco girl group
1973,96,Free Ride,The Edgar Winter Group,rock,album rock blues rock classic rock
1973,97,Space Oddity,David Bowie,rock,art rock classic rock glam rock
1973,98,It Never Rains in Southern California,Albert Hammond,rock,bubblegum pop classic uk pop rock of gibraltar
1973,99,The Twelfth of Never,Donny Osmond,adult standards,adult standards bubblegum pop classic uk pop
1973,100,Papa Was a Rollin' Stone,The Temptations,funk,classic soul funk memphis soul
1974,1,The Way We Were,Barbra Streisand,adult standards,adult standards hollywood mellow gold
1974,2,Seasons in the Sun,Terry Jacks,pop,bubblegum pop classic uk pop
1974,3,Love's Theme,Love Unlimited Orchestra,disco,disco
1974,4,Come and Get Your Love,Redbone,N/A,native american native american contemporary
1974,5,Dancing Machine,The Jackson 5,adult standards,adult standards motown
1974,6,The Loco Motion,Grand Funk Railroad,rock,album rock art rock blues rock
1974,7,TSOP (The Sound of Philadelphia),MFSB,disco,classic soul disco funk
1974,8,The Streak,Ray Stevens,pop,bubblegum pop comic novelty
1974,9,Bennie and the Jets,Elton John,rock,glam rock mellow gold piano rock
1974,10,One Hell of a Woman,Mac Davis,rock,bubblegum pop country rock soft rock
1974,11,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,adult standards,adult standards classic soul jazz blues
1974,12,Jungle Boogie,Kool & the Gang,disco,disco funk quiet storm
1974,13,Midnight at the Oasis,Maria Muldaur,N/A,
1974,14,You Make Me Feel Brand New,The Stylistics,disco,adult standards classic soul disco
1974,15,Show and Tell,Al Wilson,soul,classic soul northern soul
1974,16,Spiders and Snakes,Jim Stafford,pop,bubblegum pop
1974,17,Rock On,David Essex,rock,bubblegum pop classic uk pop glam rock
1974,18,Sunshine on My Shoulders,John Denver,adult standards,adult standards classic country pop folk
